CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Reducao;Data_Deliberacao;Data_Reducao;Valor_Total_Reducao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes;Reducao_Capital_Anterior;Valor_Restituido_Por_Acao;Forma_Restituicao;Razao_Reducao
02.397.080/0001-96;2021-01-01;6;114132;ITAPEBI GERACAO DE ENERGIA S.A.;13479;2013-09-17;2013-11-18;80000000.00;80000000;0;80000000;7919.047600;0.76190476;A redução do capital social da Companhia de R$ 105.000.000,00 (cento e cinco milhões de reais), para R$ 25.000.000,00 (vinte e cinco milhões dereais), ocorreu de forma proporcional sendo pago aos acionistas o valor de R$ 0,7619047619 por ação ordinária, em moeda corrente nacional,mediante o cancelamento de 80.000.000 (oitenta milhões de ações ordinárias) representativas do capital social da Companhia, mantendo-seinalterado o percentual de participação dos acionistas no capital social da Companhia.;O capital social subscrito de R$105.000.000,00 é considerado elevado e sua redução oferecerá perspectivas de otimização da estrutura de capitalem favor do Acionista
02.724.983/0001-34;2021-01-01;2;111303;SANESALTO SANEAMENTO S.A.;13145;2020-12-28;2020-12-28;14523205.00;14523205;0;14523205;99.654572;0.00000000;Compensação de prejuízos acumulados;Compensação dos prejuízos acumulados
02.762.121/0001-04;2021-01-01;7;115702;SANTOS BRASIL PARTICIPACOES S.A.;13685;2007-07-31;2007-07-31;398675.32;0;0;0;87.620949;0.00000000;Absorção de prejuízos acumulados;Eliminar o saldo de prejuízos acumulados
02.762.121/0001-04;2021-01-01;7;115702;SANTOS BRASIL PARTICIPACOES S.A.;13686;2007-10-24;2007-10-24;54271.86;0;0;0;96.355467;0.00000000;Absorção do prejuízo do exercício;Eliminar o saldo de prejuízo do exercício
03.342.704/0001-30;2021-01-01;15;113616;PETRORECÔNCAVO S.A.;13398;2019-11-22;2019-11-22;34481321.19;0;0;0;10.614500;0.00000000;Não aplicável;Cisão parcial de ativos da Companhia.
04.437.534/0001-30;2021-01-01;2;111127;LOCAMÉRICA RENT-A-CAR S.A.;13102;2020-01-01;2020-01-01;14596174.39;690902;0;690902;0.012667;0.00000000;N/A;Foi aprovada a redução do capital da Companhia, nos termos do artigo 173 da Lei das Sociedades por Ações, no valor de R$14.596.174,39 (quatorze milhões e quinhentos e noventa e seis mil, cento e setenta e quatro reais e trinta e nove centavos), com o cancelamento de 690.902 de ações representativas do capital social da Companhia, todas pertencentes à COMPANHIA DE LOCAÇÃO DAS AMÉRICAS.
04.821.041/0001-08;2021-01-01;10;114536;METALFRIO SOLUTIONS S.A.;13526;2016-12-20;2016-12-20;115949236.64;0;0;0;32.210000;0.00000000;Não houve restituição, pois não houve cancelamento de ações;Redução do capital social da Companhia no valor de R$ 115.949.236,64 (cento e quinze milhões, novecentos e quarenta e nove mil, duzentos e trinta e seis reais e sessenta e quatro centavos), sem cancelamento de ações, para absorção dos prejuízos acumulados constantes do balanço patrimonial datado de 30 de setembro de 2016
04.972.092/0001-22;2021-01-01;6;111173;GRUPO FARTURA DE HORTIFRUT S.A.;13106;2019-08-31;2019-08-31;133894427.00;385189;0;385189;40.579200;347.61000000;Moeda Nacional;Cisão Parcial da Companhia, nos termos da Lei do §5º do art. 229 da Lei das Sociedades por Ações
04.992.714/0001-84;2021-01-01;10;114813;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;13629;2018-08-06;2018-10-08;693698573.40;0;0;0;30.000000;0.30000000;Restituição de capital aos acionistas, em moeda corrente nacional, proporcionalmente às suas respectivas participações no capital social da Companhia;Capital considerado excessivo ao desempenho das atividades da Companhia
04.992.714/0001-84;2021-01-01;10;114813;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;13630;2019-07-16;2019-09-17;624328716.06;0;0;0;38.570000;0.27000000;Restituição de capital aos acionistas, em moeda corrente nacional, proporcionalmente às suas respectivas participações no capital social da Companhia;Capital considerado excessivo ao desempenho das atividades da Companhia
04.992.714/0001-84;2021-01-01;10;114813;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;13631;2020-08-31;2020-10-31;653324877.16;0;0;0;56.220000;0.28000000;Restituição de capital aos acionistas, em moeda corrente nacional, proporcionalmente às suas respectivas participações no capital social da Companhia.;Capital considerado excessivo ao desempenho das atividades da Companhia
05.799.312/0001-20;2021-01-01;6;109045;TERRA SANTA AGRO S.A.;12886;2021-04-29;2021-08-01;673588231.59;0;0;0;0.000000;0.00000000;Os Acionistas da Companhia receberão 1 (uma) ação da TS Agro para cada ação detida na Companhia, pelo valor patrimonial equivalente a aproximadamente R$ 30,92 (trinta reais e noventa e dois centavos) por ação.A Redução do Capital ora proposta não acarretará no cancelamento das ações.;No contexto da Reorganização Societária, o capital social da Companhia será reduzido por ser considerado excessivo. A redução de capital será realizada em valor equivalente ao valor patrimonial contábil do investimento detido pela Companhia na TS Agro, mediante a entrega de 100% (cem por cento) das ações da TS Agro a título de restituição do capital, na proporção das respectivas participações de cada acionista na Companhia, sem o cancelamento de quaisquer ações representativas do capital social daCompanhia, mantendo-se, portanto, inalterado o percentual de participação dos acionistas no capital social da Companhia ("Redução de Capital").A Redução de Capital social ora deliberada está condicionada (i) ao decurso do prazo de 60 (sessenta) dias previsto no Art. 174 da Lei das S.A. (ii) ao cumprimento das condições suspensivas previstas na Transação, inclusive o Registro de Companhia Aberta e (iii) o arquivamento da presente ata na Junta Comercial do Estado de São Paulo. Uma vez implementadas as referidas condições precedentes, a Redução de Capital será consumadasimultaneamente à implementação da Operação, cuja data será oportunamente informada ao mercado pelo Conselho de Administração.Como consequência da Redução de Capital, imediatamente após sua efetivação, a composição acionária da TS Agro será equivalente à da Companhia.
06.057.223/0001-71;2021-01-01;18;115525;SENDAS DISTRIBUIDORA S.A.;13662;2020-12-31;2020-12-31;4672407900.25;0;0;0;85.989700;0.00000000;Não aplicável, visto que não houve redução do número de ações de emissão da Companhia.;A redução decorreu da cisão parcial da Companhia, aprovada em Assembleia Geral Extraordinária realizada em 31 de dezembro de 2020, conforme descrita no item 15.7 deste Formulário de Referência
07.040.108/0001-57;2021-01-01;8;114245;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;13499;2020-07-24;2020-07-24;34732350.24;0;2673776;2673776;0.017556;12.99000000;Mediante o resgate da totalidade das ações preferenciais classe B, resgatáveis, convertidas a partir de ações ordinárias ou preferenciais classe A, por solicitação dos acionistas após concessão de prazo para tal, cujo pagamento seria feito contra reserva de lucros da Companhia e, no caso de ações preferenciais classe B de titularidade do acionista Estado do Ceará, exclusivamente pela entrega de bens do ativo não circulante da Companhia, pelo seu valor contábil líquido em 31 de março de 2020.;Adequar o Capital Social da Companhia à realidade, retirando-se da sua base de ativos bens que não deveriam ser registrados como de sua titularidade, visto que, por terem sido realizados com recursos do Orçamento Geral da União, deveriam ter sido entregues aos municípios titulares dos serviços de saneamento básico.
07.119.838/0001-48;2021-01-01;2;114148;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;13482;2017-05-19;2017-05-19;10798790.00;10798790;0;10798790;91.195891;0.00000000;Cancelamento de 10.798.790 ações ordinárias de propriedade da CYRELA BRAZIL REALTY S.A. EMPREENDIMENTOS E PARTICIPAÇÕES;Redução do capital social da Companhia para absorção de prejuízos acumulados na quantia de R$ 10.798.790,00
07.119.838/0001-48;2021-01-01;2;114148;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;13483;2018-04-30;2018-04-30;1150650.00;1150650;0;1150650;91.910164;0.00000000;Cancelamento de 1.150.650 ações ordinárias de propriedade da CYRELA BRAZIL REALTY S.A. EMPREENDIMENTOS E PARTICIPAÇÕES;Redução do capital social da Companhia para absorção de prejuízos acumulados na quantia de R$ 1.150.650,00.
07.253.321/0001-47;2021-01-01;1;105092;CARBOMIL SA MINER. E INDUSTRIA;12420;2009-12-31;2009-12-31;0.01;0;1;1;0.000000;0.00000000;DINHEIRO;AJUSTE
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;13663;2020-07-13;2020-07-13;101023590.14;13283997;0;13283997;32.730000;0.00000000;Não houve restituição aos acionistas.;Cisão parcial da Companhia, com versão para JSP HOLDING de participação societária na Ciclus Ambiental do Brasil S.A. e Ribeira Empreendimentos Imobiliários Ltda., conforme respectivo Protocolo de Justificação de Cisão Parcial da Companhia.
07.594.978/0001-78;2021-01-01;13;114215;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;13498;2020-05-20;2020-05-20;53236000.00;0;0;0;14.000000;0.00000000;Não houve restituição aos acionistas da Companhia, tendo em vista que a redução de capital ocorreu, sem cancelamento de ações, para absorção de prejuízos acumulados nos termos do artigo 173, caput, da Lei de Sociedades por Ações.;A redução ocorreu na mesma data em que foi deliberada, já tendo sido consolidado ao Estatuto Social da Companhia o valor atualizado do capital social.
07.704.246/0001-93;2021-01-01;4;114752;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;13624;2018-07-30;2018-07-30;1283.59;0;0;0;0.006892;0.00000000;Não aplicável.;Incorporação do patrimônio líquido da Chaicomm Services Holding Ltda. com acervo líquido negativo no montante de R$1.283,59, sem cancelamento de ações, havendo a transferência das ações ordinárias de titularidade da Chaicomm Services Holding Ltda. no capital social da Companhia à sócia Chaicomm Group LLC em substituição à participação da Chaicomm Group LLC na Chaicomm Services Holding Ltda.
07.704.246/0001-93;2021-01-01;4;114752;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;13625;2020-11-18;2020-11-18;48286845.00;0;0;0;0.554120;0.00000000;Não aplicável.;Absorção da conta contábil de prejuízos acumulados e refletidos no balancete de 30 de setembro de 2020.
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;13633;2014-04-24;2014-04-30;39029655.69;0;0;0;0.098500;0.00000000;Não houve restituição ou alteração das ações emitidas.;(a) absorver as despesas de transação da oferta inicial de ações ("IPO") e (b) absorver parte dos prejuízos apurados no exercício de 2013, tendo a parte restante sido absorvida pelas reservas de capital.
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;13634;2015-02-10;2015-04-13;48433062.00;0;0;0;13.568601;1.00000000;O montante a ser restituído aos acionistas, no valor total de R$ 48.443.062,00 (quarenta e oito milhões, quatrocentos e quarenta e três mil e sessenta e dois reais), será pago em 4 (quatro) parcelas iguais e sucessivas, em moeda corrente nacional, sem a incidência de correção monetária, sendo certo que a primeira parcela, no valor de R$ 0,25 (vinte e cinco centavos de real) por ação, foi paga em 5 de maio de 2015 a segunda em 25 de junho de 2015 a terceira em 05 de novembro de 2015 e a quarta está prevista para 02 de agosto de 2016.;Excesso de Capital.
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;13635;2016-04-25;2016-04-25;72781741.65;0;0;0;23.591639;0.00000000;Não houve restituição ou alteração das ações emitidas.;Absorver os prejuízos apurados no exercício de 2015 e anteriores.
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;13636;2017-04-25;2017-04-25;47303564.43;0;0;0;20.067287;0.00000000;Não houve restituição ou alteração das ações emitidas;Absorver os prejuízos apurados no exercício de 2016
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;13637;2018-04-24;2018-04-24;4489763.11;0;0;0;0.000000;0.00000000;Não houve restituição ou alteração das ações emitidas;Redução para abserver o prejuízo apurado no exercício. Redução de capital sem alteração no numero de ações
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;13638;2019-04-29;2019-04-29;17253263.21;0;0;0;9.360000;0.00000000;Não houve restituição de capital;Absorver o prejuízo acumulado no exercício 2018 e o saldo de exercícios anteriores
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;13639;2020-01-21;2020-03-23;24996618.96;0;0;0;0.149688;10.32000000;Restituição aos acionistas em moeda corrente local, sem canclamento de ações;Redução do Capital Social por estar excessivo em relação às suas necessidades operacionais.
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;13640;2020-03-02;2020-05-04;10003491.89;0;0;0;0.075411;4.13000000;Restituição em moeda corrente nacional, sem cancelamento de ações, em 2 (duas) parcelas;Redução do Capital Social da Companhia por estar excessivo em relação às suas necessidades operacionais, sem o cancelamento de ações, mediante à restituição aos acionistas em moeda corrente nacional
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;13641;2020-04-30;2020-04-30;9341264.21;0;0;0;0.065786;0.00000000;;
07.859.510/0001-68;2021-01-01;4;114054;JHSF MALLS S.A.;13464;2016-12-05;2016-12-05;68933898.00;68786550;0;68786550;25.000000;1.00000000;O saldo necessário para restituição do valor da parcela decorrente da cisão da Companhia foi deduzido das demais contas do patrimônio líquido da Companhia quando de sua incorporação pela JHSF Participações.;A redução foi efetivada após a conclusão da cisão parcial da Companhia, com sua respectiva incorporação pela JHSF Participações.
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;13591;2017-04-28;2017-04-28;96353425.69;0;0;0;38.758334;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados apurados nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2016.
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;13592;2018-05-14;2018-05-14;63366590.02;0;0;0;40.803984;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados apurados nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2017.
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;13593;2019-05-27;2019-05-27;57052626.27;0;0;0;60.534614;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados e gastos com emissão de ações constantes nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2018.
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;13594;2020-08-18;2020-08-18;14409650.80;0;0;0;7.635346;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados apurados nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2019
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;13595;2021-05-21;2021-05-21;5125423.19;0;0;0;2.940351;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados apurados nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2020.
08.159.965/0001-33;2021-01-01;10;112590;IGUA SANEAMENTO S.A.;13327;2020-05-13;2020-05-13;116849620.89;0;0;0;0.121864;0.00000000;A redução do capital social da Companhia, foi realizada até o montante dos prejuízos acumulados, nos termos do art. 173 da Lei das S.A., semrestituição aos acionistas de quaisquer valores em razão de tal redução.;A redução leva em consideração o total de prejuízos acumulados previamente à deliberação pelos acionistas da destinação do resultado doexercício social de 2019.
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;13649;2012-06-11;2012-06-11;0.00;884393;0;884393;0.000000;0.00000000;n/a;Cancelamento de ações em Tesouraria visando a emissão de ações integrando Plano de Opções de Compra para funcionários.
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;13650;2014-01-27;2014-01-27;0.00;6000000;0;6000000;0.000000;0.00000000;n/a;Cancelamento de ações em Tesouraria visando geração de valor para os acionistas da Companhia.
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;13651;2014-06-02;2014-06-02;0.00;14081659;0;14081659;0.000001;0.00000000;n/a;Cancelamento de ações em Tesouraria visando geração de valor para os acionistas da Companhia.
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;13652;2014-10-14;2014-10-14;0.00;14000000;0;14000000;0.000000;0.00000000;n/a;Cancelamento de ações em Tesouraria visando geração de valor para os acionistas da Companhia.
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;13653;2015-11-23;2015-11-30;0.00;5000000;0;5000000;1.113239;0.00000000;n/a;Cancelamento de ações em Tesouraria visando a emissão de ações integrando Plano de Opções de Compra para funcionários.
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;13654;2018-12-12;2018-12-21;1000093319.77;0;0;0;0.196874;0.00000000;As ações de emissão da Log de propriedade da Companhia serão atribuídas diretamente aos acionistas da Companhia, na proporção da sua participação no capital social.;Operação Societária: cisão parcial da Companhia, com versão, à Log, da parcela do patrimônio líquido da Companhia, composta exclusivamente por 32.045.013 ações de emissão da Log de propriedade da Companhia, representativas de 46,3% do capital social total da Log.
08.560.444/0001-93;2021-01-01;6;112634;CIA CELG DE PARTICIPACOES - CELGPAR;13332;2020-05-05;2020-05-05;2616537904.34;77928432;0;77928432;69.611126;0.00000000;Não houve restituição de ações.;A redução do capital ocorreu exclusivamente para a absorção da totalidade dos prejuízos acumulados da Companhia.
08.560.444/0001-93;2021-01-01;6;112634;CIA CELG DE PARTICIPACOES - CELGPAR;13333;2020-05-28;2020-07-29;71096919.55;77928432;0;77928432;6.216443;0.91233600;Restituição em dinheiro, com início até o dia 14.08.2020.;Repasse da totalidade do Lucro Líquido do Exercício de 2019 da Controlada Celg Geração e Transmissão S.A., conforme determinações da Administração em linha com o acionista Controlador.
08.773.191/0001-36;2021-01-01;1;105324;BRASILIANA PARTICIPAÇÕES S/A;12443;2019-04-30;2019-04-30;26511630.38;507692309;42307699;550000008;23.711258;0.00000000;n/a;Absorção do saldo do prejuízo líquido apurado no exercício social findo em 31/12/2018, nos termos do Art. 173 da Lei das Sociedades Anônimas
08.873.873/0001-10;2021-01-01;20;114763;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;13626;2010-12-29;2010-12-29;272786976.00;272786976;0;272786976;57.100000;1.00000000;Laudo de Avaliação.;Redução de capital em decorrência de cisão parcial.
08.926.302/0001-05;2021-01-01;9;114842;DOMMO ENERGIA S.A.;13632;2019-01-14;2019-01-14;11722602271.28;0;0;0;97.346930;0.00000000;n/a;Redução do capital social da Companhia mediante a absorção dos seus prejuízos acumulados, nos termos do artigo 173 da Lei nº 6.404/76.
09.083.175/0001-84;2021-01-01;8;111419;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;13166;2020-07-31;2020-07-31;3000.00;83210;7663;90873;0.022194;3000.00000000;Restituição por meio de ações;Cisão parcial da participação da Companhia na Innoventures Ideias em Soluções S.A. e Compara Online, com versão da parcela cindida para nova sociedade constituída sob a denominação de Z Partners Negócios de Tecnologia S.A.
09.112.685/0001-32;2021-01-01;5;115590;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;13668;2018-11-27;2018-11-27;3850923805.46;0;0;0;0.000000;0.00000000;Não aplicável.;A administração da Companhia entende que a redução de capital social ora realizada proporcionará o saneamento contábil das demonstrações financeiras da Companhia, na medida em que deixará de constar no seu passivo, parcela das suas perdas irrecuperáveis. Da mesma forma, como consequência de tal saneamento contábil, a adequação do valor do capital social da Companhia à sua efetiva situação econômico-financeira, permitirá a redução dos seus custos de manutenção.
09.149.503/0001-06;2021-01-01;14;143729;SERENA GERAÇÃO S.A.;15005;2015-07-02;2015-07-02;46870644.00;312610024;0;312610024;15.014627;0.00000000;Não aplicável.;Absorção de prejuízos acumulados.
09.229.201/0001-30;2021-01-01;7;114973;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;13642;2018-07-31;2018-07-31;162990284.92;1557098;0;1557098;0.776700;104.67560000;No ato.;Cisão parcial de acervo cindido pela Companhia à WP Participações V S.A., ato subsequente a incorporação das ações da WP Participações V S.A. pela Companhia, para eliminar a participação societária recíproca decorrente de tal incorporação.
